ID,Name,Source,Type,Qualité,URL
 76132, Diamant primordial,Fabriqué, Méta-gemme,Rare,https://www.wowhead.com/mop-classic/fr/item= 76132
 90046, Boucle de ceinture en acier vivant,Fabriqué, Amélioration d'objet permanente,Rare,https://www.wowhead.com/mop-classic/fr/item= 90046
 74723, Enchantement d’arme (Chant-du-Vent),Inconnu, Amélioration d'objet permanente,Rare,https://www.wowhead.com/mop-classic/fr/item= 74723
 83764, Armure de jambe en ombrecuir,Travail du Cuir, Amélioration d'objet permanente,Rare,https://www.wowhead.com/mop-classic/fr/item= 83764
 76885, Diamant primordial ardent,Fabriqué, Méta-gemme,Rare,https://www.wowhead.com/mop-classic/fr/item= 76885
 72163, Peau magnifique,Fabriqué, Cuir,Rare,https://www.wowhead.com/mop-classic/fr/item= 72163
 77530, Petit dragon en ectofer,Ingénierie, Bijou,Rare,https://www.wowhead.com/mop-classic/fr/item= 77530
 82445, Fil ensorcelé céruléen supérieur,Couture, Amélioration d'objet permanente,Rare,https://www.wowhead.com/mop-classic/fr/item= 82445
 82444, Fil ensorcelé perlescent supérieur,Couture, Amélioration d'objet permanente,Rare,https://www.wowhead.com/mop-classic/fr/item= 82444
 79318, Carte de Sombrelune de Brumes,Fabriqué, Marchandise,Rare,https://www.wowhead.com/mop-classic/fr/item= 79318
 87250, Fusée au kyparium appauvri,Ingénierie, Monture,Rare,https://www.wowhead.com/mop-classic/fr/item= 87250
 83765, Armure de jambe couvrehargne,Travail du Cuir, Amélioration d'objet permanente,Rare,https://www.wowhead.com/mop-classic/fr/item= 83765
 76694, Rubis primordial brillant,Fabriqué, Gemme rouge,Rare,https://www.wowhead.com/mop-classic/fr/item= 76694
 76884, Diamant primordial agile,Fabriqué, Méta-gemme,Rare,https://www.wowhead.com/mop-classic/fr/item= 76884
 76668, Onyx vermillon téméraire,Fabriqué, Gemme orange,Rare,https://www.wowhead.com/mop-classic/fr/item= 76668
 77529, Lunette funeste du duc de Boumcogne,Fabriqué, Amélioration d'objet permanente,Rare,https://www.wowhead.com/mop-classic/fr/item= 77529
 76886, Diamant primordial réverbérant,Fabriqué, Méta-gemme,Rare,https://www.wowhead.com/mop-classic/fr/item= 76886
 77542, Engrenage de bricoleur rapide,Ingénierie, Roue dentée,Rare,https://www.wowhead.com/mop-classic/fr/item= 77542
 77541, Engrenage de bricoleur lisse,Ingénierie, Roue dentée,Rare,https://www.wowhead.com/mop-classic/fr/item= 77541
 76686, Améthyste impériale purifiée,Fabriqué, Gemme violette,Rare,https://www.wowhead.com/mop-classic/fr/item= 76686
 87251, File-monde géosynchrone,Ingénierie, Monture,Rare,https://www.wowhead.com/mop-classic/fr/item= 87251
 77543, Engrenage de bricoleur précis,Ingénierie, Roue dentée,Rare,https://www.wowhead.com/mop-classic/fr/item= 77543
 76692, Rubis primordial délicat,Fabriqué, Gemme rouge,Rare,https://www.wowhead.com/mop-classic/fr/item= 76692
 77545, Engrenage de bricoleur rigide,Ingénierie, Roue dentée,Rare,https://www.wowhead.com/mop-classic/fr/item= 77545
 76680, Améthyste impériale luisante,Fabriqué, Gemme violette,Rare,https://www.wowhead.com/mop-classic/fr/item= 76680
 83088, Panthère de jade,Joaillerie, Monture,Rare,https://www.wowhead.com/mop-classic/fr/item= 83088
 83089, Panthère en héliolithe,Joaillerie, Monture,Rare,https://www.wowhead.com/mop-classic/fr/item= 83089
 79333, Eventail décoré,Calligraphie, Accessoire pour main gauche,Rare,https://www.wowhead.com/mop-classic/fr/item= 79333
 74247, Eclat éthérien,Fabriqué, Enchantement,Rare,https://www.wowhead.com/mop-classic/fr/item= 74247
 87578, Calligraphie d’aile de grue,Calligraphie, Amélioration d'objet permanente,Rare,https://www.wowhead.com/mop-classic/fr/item= 87578
 76682, Améthyste impériale voilée,Fabriqué, Gemme violette,Rare,https://www.wowhead.com/mop-classic/fr/item= 76682
 83087, Panthère de rubis,Joaillerie, Monture,Rare,https://www.wowhead.com/mop-classic/fr/item= 83087
 76660, Onyx vermillon tout-puissant,Fabriqué, Gemme orange,Rare,https://www.wowhead.com/mop-classic/fr/item= 76660
 76699, Rayon de soleil rapide,Fabriqué, Gemme jaune,Rare,https://www.wowhead.com/mop-classic/fr/item= 76699
 74725, Enchantement d’arme (Force élémentaire),Inconnu, Amélioration d'objet permanente,Rare,https://www.wowhead.com/mop-classic/fr/item= 74725
 76131, Rubis primordial,Fabriqué, Gemme rouge,Rare,https://www.wowhead.com/mop-classic/fr/item= 76131
 76138, Cœur du fleuve,Fabriqué, Gemme bleue,Rare,https://www.wowhead.com/mop-classic/fr/item= 76138
 77547, Engrenage de bricoleur cassé,Ingénierie, Roue dentée,Rare,https://www.wowhead.com/mop-classic/fr/item= 77547
 83090, Panthère de saphir,Joaillerie, Monture,Rare,https://www.wowhead.com/mop-classic/fr/item= 83090
 83763, Armure de jambe écaille-de-fer,Travail du Cuir, Amélioration d'objet permanente,Rare,https://www.wowhead.com/mop-classic/fr/item= 83763
 82970, Hache en fil de forge ouvragée,Forge, Hache à une main,Rare,https://www.wowhead.com/mop-classic/fr/item= 82970
 76658, Onyx vermillon mortel,Fabriqué, Gemme orange,Rare,https://www.wowhead.com/mop-classic/fr/item= 76658
 87579, Calligraphie de griffe de tigre,Calligraphie, Amélioration d'objet permanente,Rare,https://www.wowhead.com/mop-classic/fr/item= 87579
 76697, Rayon de soleil lisse,Fabriqué, Gemme jaune,Rare,https://www.wowhead.com/mop-classic/fr/item= 76697
 76661, Onyx vermillon intaillé,Fabriqué, Gemme orange,Rare,https://www.wowhead.com/mop-classic/fr/item= 76661
 82974, Eclat fantôme ouvragé,Forge, Dague,Rare,https://www.wowhead.com/mop-classic/fr/item= 82974
 76642, Jade sauvage foudroyant,Fabriqué, Gemme verte,Rare,https://www.wowhead.com/mop-classic/fr/item= 76642
 74728, Enchantement d’arme (Mélodie de la rivière),Inconnu, Amélioration d'objet permanente,Rare,https://www.wowhead.com/mop-classic/fr/item= 74728
 76696, Rubis primordial soutenu,Fabriqué, Gemme rouge,Rare,https://www.wowhead.com/mop-classic/fr/item= 76696
 76693, Rubis primordial précis,Fabriqué, Gemme rouge,Rare,https://www.wowhead.com/mop-classic/fr/item= 76693
 76672, Onyx vermillon artistique,Fabriqué, Gemme orange,Rare,https://www.wowhead.com/mop-classic/fr/item= 76672
 76140, Onyx vermillon,Fabriqué, Gemme orange,Rare,https://www.wowhead.com/mop-classic/fr/item= 76140
 76684, Améthyste impériale gravée,Fabriqué, Gemme violette,Rare,https://www.wowhead.com/mop-classic/fr/item= 76684
 76895, Diamant primordial austère,Fabriqué, Méta-gemme,Rare,https://www.wowhead.com/mop-classic/fr/item= 76895
 82973, Décimateur lamesprit ouvragé,Forge, Hache à deux mains,Rare,https://www.wowhead.com/mop-classic/fr/item= 82973
 76681, Améthyste impériale fiable,Fabriqué, Gemme violette,Rare,https://www.wowhead.com/mop-classic/fr/item= 76681
 76659, Onyx vermillon intelligent,Fabriqué, Gemme orange,Rare,https://www.wowhead.com/mop-classic/fr/item= 76659
 76664, Onyx vermillon infrangible,Fabriqué, Gemme orange,Rare,https://www.wowhead.com/mop-classic/fr/item= 76664
 76695, Rubis primordial miroitant,Fabriqué, Gemme rouge,Rare,https://www.wowhead.com/mop-classic/fr/item= 76695
 79342, Bâton d’ectofer,Calligraphie, Bâton,Rare,https://www.wowhead.com/mop-classic/fr/item= 79342
 87526, Petit dragon mécanique pandaren,Ingénierie, Compagnon,Rare,https://www.wowhead.com/mop-classic/fr/item= 87526
 76139, Jade sauvage,Fabriqué, Gemme verte,Rare,https://www.wowhead.com/mop-classic/fr/item= 76139
 87215, Générateur de tunnel spatiotemporel : Pandarie,Ingénierie, Appareil,Rare,https://www.wowhead.com/mop-classic/fr/item= 87215
 76670, Onyx vermillon adepte,Fabriqué, Gemme orange,Rare,https://www.wowhead.com/mop-classic/fr/item= 76670
 77544, Engrenage de bricoleur clignotant,Ingénierie, Roue dentée,Rare,https://www.wowhead.com/mop-classic/fr/item= 77544
 95536, Sac en peau magnifique,Travail du Cuir, Sac de travailleur du cuir,Rare,https://www.wowhead.com/mop-classic/fr/item= 95536
 87580, Calligraphie de croc de tigre,Calligraphie, Amélioration d'objet permanente,Rare,https://www.wowhead.com/mop-classic/fr/item= 87580
 76683, Améthyste impériale de représailles,Fabriqué, Gemme violette,Rare,https://www.wowhead.com/mop-classic/fr/item= 76683
 76666, Onyx vermillon adroit,Fabriqué, Gemme orange,Rare,https://www.wowhead.com/mop-classic/fr/item= 76666
 76636, Cœur du fleuve rigide,Fabriqué, Gemme bleue,Rare,https://www.wowhead.com/mop-classic/fr/item= 76636
 76641, Jade sauvage perforant,Fabriqué, Gemme verte,Rare,https://www.wowhead.com/mop-classic/fr/item= 76641
 76667, Onyx vermillon pernicieux,Fabriqué, Gemme orange,Rare,https://www.wowhead.com/mop-classic/fr/item= 76667
 74727, Enchantement d’arme (Colosse),Inconnu, Amélioration d'objet permanente,Rare,https://www.wowhead.com/mop-classic/fr/item= 74727
 77546, Engrenage de bricoleur étincelant,Ingénierie, Roue dentée,Rare,https://www.wowhead.com/mop-classic/fr/item= 77546
 76700, Rayon de soleil cassé,Fabriqué, Gemme jaune,Rare,https://www.wowhead.com/mop-classic/fr/item= 76700
 82774, Chouette de jade,Joaillerie, Compagnon,Rare,https://www.wowhead.com/mop-classic/fr/item= 82774
 76142, Rayon de soleil,Fabriqué, Gemme jaune,Rare,https://www.wowhead.com/mop-classic/fr/item= 76142
 94588, Réédition de la Lame Cœur-de-lion,Forge, Épée à deux mains,Rare,https://www.wowhead.com/mop-classic/fr/item= 94588
 76669, Onyx vermillon féroce,Fabriqué, Gemme orange,Rare,https://www.wowhead.com/mop-classic/fr/item= 76669
 79339, Bâton de pavot de pluie,Calligraphie, Bâton,Rare,https://www.wowhead.com/mop-classic/fr/item= 79339
 76141, Améthyste impériale,Fabriqué, Gemme violette,Rare,https://www.wowhead.com/mop-classic/fr/item= 76141
 89680, Améthyste impériale d’assassin,Fabriqué, Gemme violette,Rare,https://www.wowhead.com/mop-classic/fr/item= 89680
 76890, Diamant primordial destructeur,Fabriqué, Méta-gemme,Rare,https://www.wowhead.com/mop-classic/fr/item= 76890
 76649, Jade sauvage radieux,Fabriqué, Gemme verte,Rare,https://www.wowhead.com/mop-classic/fr/item= 76649
 82945, Cuirasse de revenant de belligérant,Forge, Armures en plaques,Rare,https://www.wowhead.com/mop-classic/fr/item= 82945
 92747, Unité réfrigérante améliorée,Ingénierie, Sac de cuisinier,Rare,https://www.wowhead.com/mop-classic/fr/item= 92747
 82775, Jeune tigre de saphir,Joaillerie, Compagnon,Rare,https://www.wowhead.com/mop-classic/fr/item= 82775
 82426, Crispins de belligérant en soie,Couture, Armures en tissu,Rare,https://www.wowhead.com/mop-classic/fr/item= 82426
 82972, Marteau fantasmatique ouvragé,Forge, Masse à une main,Rare,https://www.wowhead.com/mop-classic/fr/item= 82972
 82969, Bouclier de garde-esprit ouvragé,Forge, Bouclier,Rare,https://www.wowhead.com/mop-classic/fr/item= 82969
 76628, Grenat pandaren brillant parfait,Joaillerie, Gemme rouge,Rare,https://www.wowhead.com/mop-classic/fr/item= 76628
 76640, Jade sauvage brumeux,Fabriqué, Gemme verte,Rare,https://www.wowhead.com/mop-classic/fr/item= 76640
 76643, Jade sauvage de sensei,Fabriqué, Gemme verte,Rare,https://www.wowhead.com/mop-classic/fr/item= 76643
 76602, Opale du tigre téméraire parfaite,Joaillerie, Gemme orange,Rare,https://www.wowhead.com/mop-classic/fr/item= 76602
 90904, Bague ornée,Joaillerie, Anneau,Rare,https://www.wowhead.com/mop-classic/fr/item= 90904
 76620, Pierre sournoise purifiée parfaite,Joaillerie, Gemme violette,Rare,https://www.wowhead.com/mop-classic/fr/item= 76620
 87565, Clé des plans,Calligraphie, Bâton,Rare,https://www.wowhead.com/mop-classic/fr/item= 87565
 87577, Calligraphie de corne de buffle,Calligraphie, Amélioration d'objet permanente,Rare,https://www.wowhead.com/mop-classic/fr/item= 87577
 76674, Onyx vermillon habile,Fabriqué, Gemme orange,Rare,https://www.wowhead.com/mop-classic/fr/item= 76674
 82929, Cuirasse forgée par les fantômes,Fabriqué, Armures en plaques,Rare,https://www.wowhead.com/mop-classic/fr/item= 82929
 76651, Jade sauvage énergisé,Fabriqué, Gemme verte,Rare,https://www.wowhead.com/mop-classic/fr/item= 76651
 94903, Marmiton,Ingénierie, Compagnon,Rare,https://www.wowhead.com/mop-classic/fr/item= 94903
 77531, Lunette miroir,Fabriqué, Amélioration d'objet permanente,Rare,https://www.wowhead.com/mop-classic/fr/item= 77531
 76888, Diamant primordial revitalisant,Fabriqué, Méta-gemme,Rare,https://www.wowhead.com/mop-classic/fr/item= 76888
 77540, Engrenage de bricoleur subtil,Ingénierie, Roue dentée,Rare,https://www.wowhead.com/mop-classic/fr/item= 77540
 76614, Pierre sournoise luisante parfaite,Joaillerie, Gemme violette,Rare,https://www.wowhead.com/mop-classic/fr/item= 76614
 76626, Grenat pandaren délicat parfait,Joaillerie, Gemme rouge,Rare,https://www.wowhead.com/mop-classic/fr/item= 76626
 76576, Alexandrite foudroyante parfaite,Joaillerie, Gemme verte,Rare,https://www.wowhead.com/mop-classic/fr/item= 76576
 76633, Héliolite rapide parfaite,Joaillerie, Gemme jaune,Rare,https://www.wowhead.com/mop-classic/fr/item= 76633
 82928, Epaulières forgées par les fantômes,Fabriqué, Armures en plaques,Rare,https://www.wowhead.com/mop-classic/fr/item= 82928
 76631, Héliolite lisse parfaite,Joaillerie, Gemme jaune,Rare,https://www.wowhead.com/mop-classic/fr/item= 76631
 76891, Diamant primordial de puissance,Fabriqué, Méta-gemme,Rare,https://www.wowhead.com/mop-classic/fr/item= 76891
 76887, Diamant primordial véloce,Fabriqué, Méta-gemme,Rare,https://www.wowhead.com/mop-classic/fr/item= 76887
 82968, Bouclier ouvragé en sanctacier,Forge, Bouclier,Rare,https://www.wowhead.com/mop-classic/fr/item= 82968
 93622, Heaume artisanal du gladiateur effroyable en plaques,Forge, Armures en plaques,Rare,https://www.wowhead.com/mop-classic/fr/item= 93622
 93556, Chaperon artisanal du gladiateur effroyable en satin,Couture, Armures en tissu,Rare,https://www.wowhead.com/mop-classic/fr/item= 93556
 82927, Heaume forgé par les fantômes,Fabriqué, Armures en plaques,Rare,https://www.wowhead.com/mop-classic/fr/item= 82927
 76570, Lapis-lazuli rigide parfait,Joaillerie, Gemme bleue,Rare,https://www.wowhead.com/mop-classic/fr/item= 76570
 76685, Améthyste impériale mystérieuse,Fabriqué, Gemme violette,Rare,https://www.wowhead.com/mop-classic/fr/item= 76685
 82434, Crispins de belligérant en satin,Couture, Armures en tissu,Rare,https://www.wowhead.com/mop-classic/fr/item= 82434
 89674, Améthyste impériale contractée,Fabriqué, Gemme violette,Rare,https://www.wowhead.com/mop-classic/fr/item= 89674
 90905, Collier d’ombrefeu,Joaillerie, Amulette,Rare,https://www.wowhead.com/mop-classic/fr/item= 90905
 76575, Alexandrite perforante parfaite,Joaillerie, Gemme verte,Rare,https://www.wowhead.com/mop-classic/fr/item= 76575
 82971, Lame ouvragée forgée par les fantômes,Forge, Épée à une main,Rare,https://www.wowhead.com/mop-classic/fr/item= 82971
 76656, Jade sauvage surpuissant,Fabriqué, Gemme verte,Rare,https://www.wowhead.com/mop-classic/fr/item= 76656
 76688, Améthyste impériale de gardien,Fabriqué, Gemme violette,Rare,https://www.wowhead.com/mop-classic/fr/item= 76688
 93500, Capuche artisanale du gladiateur effroyable en soie,Couture, Armures en tissu,Rare,https://www.wowhead.com/mop-classic/fr/item= 93500
 83800, Anneau de chute du lion,Joaillerie, Anneau,Rare,https://www.wowhead.com/mop-classic/fr/item= 83800
 94581, Réédition du Marteau poing-de-drake,Forge, Masse à une main,Rare,https://www.wowhead.com/mop-classic/fr/item= 94581
